name,stars,bath_number,bed_number,rooms_number,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,latitude,longitude
Rental unit in Barcelona,,,1 bed,1 bedroom,528053121,Alejandra,Gràcia,la Vila de Gràcia,Private room,80.0,31,0,,,1,177,0,,41.4024,2.1616
Rental unit in Barcelona,,,3 beds,3 bedrooms,346367515,Ukio,Eixample,Sant Antoni,Entire home/apt,131.0,31,0,,,318,297,0,,41.3793,2.1579
Rental unit in Barcelona,New,2 baths,2 beds,2 bedrooms,269483138,Antony,Sants-Montjuïc,Sants,Entire home/apt,180.0,31,0,,,1,268,0,,41.3754,2.1372
Rental unit in Barcelona,4.44,2 baths,3 beds,3 bedrooms,9400556,Loca Bcn,Ciutat Vella,el Barri Gòtic,Entire home/apt,69.0,1,15,2023-11-28,3.98,52,0,15,HUTB-000000,41.381,2.1808
Rental unit in Barcelona,,,1 bed,1 bedroom,1503151,Laia,Ciutat Vella,el Barri Gòtic,Private room,35.0,32,0,,,70,317,0,,41.3822,2.1724
Rental unit in Barcelona,,,6 beds,3 bedrooms,115783949,Rosa María,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,61.0,31,0,,,11,270,0,,41.385,2.1793
Rental unit in Barcelona,,,3 beds,2 bedrooms,129000409,Olala Homes,Les Corts,les Corts,Entire home/apt,124.0,1,1,2023-09-14,0.33,29,341,1,HUTB-072505,41.3836,2.1376
Rental unit in Barcelona,,,1 bed,1 bedroom,3792894,Edorta,Eixample,la Dreta de l'Eixample,Private room,40.0,30,0,,,2,231,0,Exempt,41.39,2.1737
Rental unit in Barcelona,,,3 beds,2 bedrooms,129000409,Olala Homes,Les Corts,les Corts,Entire home/apt,131.0,1,1,2023-11-09,0.83,29,344,1,HUTB-072506,41.3836,2.1376
Rental unit in Barcelona,5.0,1 shared bath,1 bed,1 bedroom,40554941,Ellen,Eixample,la Dreta de l'Eixample,Private room,80.0,3,8,2023-11-25,1.9,2,116,8,Exempt,41.392,2.1612
Rental unit in Barcelona,5.0,1 shared bath,1 bed,1 bedroom,40554941,Ellen,Eixample,la Dreta de l'Eixample,Private room,75.0,3,9,2023-12-04,3.14,2,0,9,Exempt,41.3924,2.1617
Rental unit in Barcelona,,,3 beds,3 bedrooms,3556337,Alejandro,Ciutat Vella,la Barceloneta,Entire home/apt,116.0,30,0,,,51,301,0,Exempt,41.3811,2.1897
Rental unit in Barcelona,,,2 beds,2 bedrooms,528194060,GuestReady,Sant Martí,el Poblenou,Entire home/apt,85.0,31,1,2023-10-27,0.61,1,53,1,Exempt,41.4042,2.205
Home in Barcelona,,,1 bed,1 bedroom,249708471,Cris,Nou Barris,la Prosperitat,Private room,,1,0,,,1,269,0,,41.4465,2.1851
Rental unit in Barcelona,,,1 bed,1 bedroom,1447144,Acomodis Apartments,Les Corts,les Corts,Entire home/apt,120.0,31,1,2023-10-03,0.41,174,318,1,,41.3822,2.133
Rental unit in Barcelona,,,5 beds,2 bedrooms,78326216,Tania,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Private room,100.0,2,1,2023-10-26,0.61,7,269,1,Exempt,41.4222,2.1199
Rental unit in Barcelona,,,4 beds,4 bedrooms,64805231,Marc,Eixample,la Dreta de l'Eixample,Entire home/apt,45.0,31,0,,,29,239,0,,41.3963,2.1724
Rental unit in Barcelona,,,1 bed,1 bedroom,58656505,Nicola,Eixample,Sant Antoni,Private room,44.0,32,0,,,1,269,0,Exempt,41.3835,2.1622
Rental unit in Barcelona,,,2 beds,2 bedrooms,346367515,Ukio,Sant Martí,el Parc i la Llacuna del Poblenou,Entire home/apt,123.0,31,0,,,318,221,0,,41.4048,2.1895
Rental unit in Barcelona,4.0,1 bath,3 beds,2 bedrooms,396363,Alcam Apartments,Gràcia,la Vila de Gràcia,Entire home/apt,129.0,1,4,2023-11-16,1.1,96,53,4,HUTB-003236,41.3976,2.156
Rental unit in Barcelona,4.80,2.5 baths,4 beds,2 bedrooms,519063940,Vartany Holiday,Eixample,Sant Antoni,Entire home/apt,250.0,1,4,2023-10-29,1.67,1,0,4,HUTB-004107,41.3766,2.1612
Rental unit in Barcelona,4.76,1 shared bath,1 bed,1 bedroom,529095164,Realdo,Ciutat Vella,el Barri Gòtic,Private room,56.0,1,17,2023-11-09,4.86,1,55,17,Exempt,41.3812,2.1788
Rental unit in Barcelona,,,2 beds,1 bedroom,367112877,Francesco,Ciutat Vella,el Barri Gòtic,Entire home/apt,63.0,32,1,2023-10-11,0.46,16,361,1,,41.3805,2.1779
Rental unit in Barcelona,,,1 bed,2 bedrooms,130223809,BeAndLiveHomes,Ciutat Vella,el Barri Gòtic,Entire home/apt,85.0,32,0,,,70,269,0,,41.3809,2.1792
Rental unit in Barcelona,,,1 bed,1 bedroom,455185866,Harmony Serviced Residences,Eixample,la Dreta de l'Eixample,Entire home/apt,120.0,31,0,,,10,365,0,Exempt,41.3896,2.164
Rental unit in Barcelona,4.25,1.5 baths,1 bed,1 bedroom,149278416,Nana,Horta-Guinardó,el Carmel,Private room,80.0,2,8,2023-10-30,2.07,2,269,8,Exempt,41.4266,2.1542
Rental unit in Barcelona,4.63,1 bath,1 bed,1 bedroom,443251325,Leo,Sants-Montjuïc,Sants - Badal,Private room,40.0,1,8,2023-11-20,1.83,5,90,8,HUTB-183829,41.3756,2.1242
Rental unit in Barcelona,,,1 bed,1 bedroom,357946540,Enter,Sants-Montjuïc,el Poble Sec,Private room,28.0,33,1,2023-10-06,0.43,271,195,1,,41.3732,2.1659
Rental unit in Barcelona,,,1 bed,1 bedroom,357946540,Enter,Sants-Montjuïc,el Poble Sec,Private room,30.0,33,0,,,271,288,0,,41.3736,2.166
Rental unit in Barcelona,,,1 bed,1 bedroom,357946540,Enter,Sants-Montjuïc,el Poble Sec,Private room,31.0,33,1,2023-09-24,0.37,271,346,1,,41.3733,2.166
Rental unit in Barcelona,,,1 bed,2 bedrooms,130223809,BeAndLiveHomes,Ciutat Vella,el Barri Gòtic,Entire home/apt,86.0,32,1,2023-09-20,0.35,70,242,1,,41.3805,2.1797
Rental unit in Barcelona,,,2 beds,2 bedrooms,253465692,Josep,Gràcia,la Vila de Gràcia,Entire home/apt,81.0,32,1,2023-10-04,0.42,28,70,1,,41.3973,2.1553
Rental unit in Barcelona,4.42,1 bath,1 bed,1 bedroom,267367998,Noly,Ciutat Vella,el Raval,Private room,43.0,4,12,2023-11-19,3.3,3,66,12,Exempt,41.3781,2.1754
Rental unit in Barcelona,,,3 beds,2 bedrooms,250042982,HiGuests,Ciutat Vella,el Barri Gòtic,Entire home/apt,73.0,32,0,,,37,120,0,Exempt,41.382,2.1761
Rental unit in Barcelona,4.80,2 baths,4 beds,3 bedrooms,212431311,Quim,Gràcia,la Vila de Gràcia,Entire home/apt,140.0,3,20,2023-12-05,4.84,33,315,20,HUTB005591,41.3981,2.1565
Rental unit in Barcelona,,,2 beds,2 bedrooms,438136382,Home Club,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,161.0,30,0,,,46,340,0,Exempt,41.3919,2.1559
Rental unit in Barcelona,,,2 beds,2 bedrooms,438136382,Home Club,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,190.0,30,1,2023-10-25,0.59,46,335,1,Exempt,41.3913,2.1551
Rental unit in Barcelona,,,2 beds,2 bedrooms,438136382,Home Club,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,190.0,30,0,,,46,206,0,Exempt,41.3929,2.1566
Rental unit in Barcelona,,,2 beds,2 bedrooms,438136382,Home Club,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,190.0,30,0,,,46,0,0,Exempt,41.3917,2.1549
Rental unit in Barcelona,New,1 bath,2 beds,2 bedrooms,29177487,Valerie,Ciutat Vella,el Raval,Entire home/apt,69.0,50,0,,,1,242,0,Exempt,41.3816,2.1664
Rental unit in Barcelona,3.75,1 bath,3 beds,1 bedroom,522909911,GuestReady,Sants-Montjuïc,el Poble Sec,Entire home/apt,122.0,1,4,2023-12-04,2.35,2,336,4,HUTB002027,41.3729,2.1644
Rental unit in Barcelona,,,2 beds,2 bedrooms,346367515,Ukio,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,137.0,31,0,,,318,201,0,,41.3857,2.1827
Rental unit in Barcelona,,,1 bed,Studio,499531579,Inmo,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,50.0,32,0,,,29,102,0,,41.3892,2.1814
Rental unit in Barcelona,,,2 beds,2 bedrooms,438136382,Home Club,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,190.0,30,0,,,46,195,0,Exempt,41.3912,2.157
Rental unit in Barcelona,,,2 beds,2 bedrooms,438136382,Home Club,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,190.0,30,0,,,46,177,0,Exempt,41.3927,2.1567
Rental unit in Barcelona,,,1 bed,1 bedroom,499531579,Inmo,Horta-Guinardó,el Baix Guinardó,Private room,25.0,32,0,,,29,76,0,,41.4099,2.1683
Rental unit in Barcelona,,,3 beds,3 bedrooms,1414702,Ferran,Sarrià-Sant Gervasi,Sarrià,Entire home/apt,190.0,9,1,2023-08-17,0.25,27,117,1,HUTB-003508,41.3972,2.1259
Rental unit in Barcelona,New,2 baths,2 beds,2 bedrooms,438136382,Home Club,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,190.0,30,0,,,46,224,0,Exempt,41.3911,2.155
Rental unit in Barcelona,4.19,1 bath,2 beds,1 bedroom,522164423,Maria Julia,Eixample,la Nova Esquerra de l'Eixample,Private room,42.0,1,20,2023-11-28,5.31,2,0,20,HUTS124768,41.3812,2.1543
Rental unit in Barcelona,4.93,1 bath,1 bed,1 bedroom,529516898,Bela,Nou Barris,la Prosperitat,Private room,35.0,2,14,2023-12-06,4.33,1,14,14,Exempt,41.4445,2.1802
Rental unit in Barcelona,,,4 beds,3 bedrooms,97013349,Carlos,Nou Barris,Porta,Entire home/apt,39.0,32,2,2023-12-02,0.87,1,217,2,,41.4329,2.1787
Rental unit in Barcelona,,,2 beds,1 bedroom,390203594,Marketing Accommodation,Sant Martí,el Poblenou,Entire home/apt,71.0,1,1,2023-11-13,0.94,13,220,1,Exempt,41.3987,2.2039
Rental unit in Barcelona,,,1 bed,1 bedroom,529297703,Ali,Les Corts,les Corts,Private room,69.0,31,0,,,1,269,0,,41.3922,2.131
Condo in Barcelona,5.0,1 bath,2 beds,2 bedrooms,299462,Stay U-Nique,Eixample,la Sagrada Família,Entire home/apt,126.0,3,5,2023-12-10,1.22,141,342,5,HUTB-002561,41.4041,2.1788
Condo in Barcelona,4.71,1 bath,4 beds,4 bedrooms,299462,Stay U-Nique,Eixample,la Sagrada Família,Entire home/apt,101.0,3,7,2023-12-08,3.56,141,333,7,HUTB-000000,41.4074,2.171
Rental unit in Barcelona,,,1 bed,1 bedroom,14163211,Nicolas,Eixample,la Dreta de l'Eixample,Private room,22.0,31,0,,,2,339,0,,41.3978,2.1761
Rental unit in Barcelona,4.25,1 bath,1 bed,1 bedroom,485007800,Christophe,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,65.0,1,3,2023-11-20,1.2,3,0,3,HUTB-104421,41.3859,2.1766
Hotel in Barcelona,,,1 bed,1 bedroom,521184808,Casa Llimona,Eixample,la Dreta de l'Eixample,Private room,170.0,2,0,,,8,340,0,HB004635,41.3922,2.1704
Rental unit in Barcelona,4.88,2 baths,5 beds,3 bedrooms,507587860,Hanane,Eixample,la Dreta de l'Eixample,Entire home/apt,276.0,2,8,2023-11-09,3.2,2,246,8,HUTB-002286,41.3876,2.1717
Rental unit in Barcelona,,,2 beds,2 bedrooms,221480824,Badi,Gràcia,la Vila de Gràcia,Entire home/apt,112.0,32,0,,,105,328,0,,41.3981,2.1563
Rental unit in Barcelona,,,2 beds,2 bedrooms,221480824,Badi,Gràcia,la Vila de Gràcia,Entire home/apt,115.0,32,1,2023-09-18,0.34,105,103,1,,41.3988,2.1583
Rental unit in Barcelona,4.10,1 bath,2 beds,2 bedrooms,1391607,Aline I Andrea,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,77.0,3,9,2023-11-27,2.39,142,0,9,HUTB-007136,41.3801,2.1505
Rental unit in Barcelona,New,1 bath,1 bed,1 bedroom,526886726,Maria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,120.0,32,0,,,3,238,0,,41.3824,2.1821
Rental unit in Barcelona,,,1 bed,1 bedroom,221480824,Badi,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Private room,56.0,32,0,,,105,247,0,,41.4033,2.1348
Rental unit in Barcelona,,,1 bed,1 bedroom,221480824,Badi,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Private room,46.0,32,1,2023-10-31,0.67,105,314,1,,41.4047,2.1346
Home in Barcelona,4.71,1 shared bath,1 bed,1 bedroom,529698988,Elsa Marina,Sants-Montjuïc,el Poble Sec,Private room,50.0,1,27,2023-11-29,7.04,1,0,27,Exempt,41.3741,2.1638
Rental unit in Barcelona,4.75,Half-bath,1 bed,1 bedroom,349601831,Deu,Gràcia,la Vila de Gràcia,Private room,40.0,3,4,2023-11-01,1.56,3,253,4,Exempt,41.4059,2.156
Rental unit in Barcelona,4.33,1 shared bath,1 bed,1 bedroom,424664015,Ramon,Sants-Montjuïc,el Poble Sec,Private room,40.0,1,6,2023-10-02,1.41,10,270,6,HUTB-837288,41.3716,2.1613
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,52.0,32,0,,,70,11,0,,41.3764,2.1732
Rental unit in Barcelona,,,2 beds,2 bedrooms,346367515,Ukio,Sant Martí,el Parc i la Llacuna del Poblenou,Entire home/apt,136.0,31,0,,,318,287,0,,41.4027,2.1916
Rental unit in Barcelona,,,2 beds,2 bedrooms,346367515,Ukio,Sant Martí,el Parc i la Llacuna del Poblenou,Entire home/apt,136.0,31,0,,,318,123,0,,41.403,2.1916
Rental unit in Barcelona,,,1 bed,1 bedroom,424664015,Ramon,Sants-Montjuïc,el Poble Sec,Private room,40.0,1,2,2023-10-01,0.51,10,90,2,HUTB-546589,41.3719,2.1595
Rental unit in Barcelona,4.88,1 bath,1 bed,1 bedroom,528768110,Enrique,Sant Andreu,Navas,Private room,35.0,2,17,2023-12-10,7.73,2,283,17,Exempt,41.4153,2.1877
Rental unit in Barcelona,New,1 bath,1 bed,1 bedroom,438136382,Home Club,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,118.0,30,0,,,46,188,0,Exempt,41.3876,2.1533
Rental unit in Barcelona,New,2 baths,2 beds,2 bedrooms,438136382,Home Club,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,161.0,30,0,,,46,364,0,Exempt,41.3911,2.1568
Rental unit in Barcelona,New,2 baths,2 beds,2 bedrooms,438136382,Home Club,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,161.0,30,0,,,46,288,0,Exempt,41.391,2.1563
Rental unit in Barcelona,New,2 baths,2 beds,2 bedrooms,438136382,Home Club,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,190.0,30,0,,,46,170,0,Exempt,41.3908,2.1564
Rental unit in Barcelona,5.0,1 bath,2 beds,2 bedrooms,9400556,Loca Bcn,Eixample,Sant Antoni,Entire home/apt,69.0,1,3,2023-08-31,0.73,52,0,3,HUTB-036831,41.3768,2.1532
Rental unit in Barcelona,4.50,1 bath,1 bed,1 bedroom,6405346,L. Felipe,Gràcia,la Vila de Gràcia,Private room,24.0,2,10,2023-11-26,2.42,1,249,10,Exempt,41.4043,2.1541
Rental unit in Barcelona,,,1 bed,1 bedroom,524852684,Trieste,Gràcia,Vallcarca i els Penitents,Entire home/apt,1500.0,1,1,2023-08-23,0.27,10,351,1,HUTB-000000,41.407,2.1492
Home in Barcelona,,,2 beds,2 bedrooms,159007827,Yolanda,Horta-Guinardó,el Carmel,Entire home/apt,60.0,31,1,2023-10-19,0.54,1,150,1,,41.4193,2.1596
Rental unit in Barcelona,,,5 beds,2 bedrooms,54320669,Juan,Gràcia,la Vila de Gràcia,Entire home/apt,114.0,2,2,2023-11-26,2.0,18,65,2,HUTB-009919,41.4038,2.1577
Rental unit in Barcelona,5.0,2 baths,5 beds,4 bedrooms,4212095,Elio / Wilken,Les Corts,les Corts,Entire home/apt,173.0,1,7,2023-11-28,1.89,31,21,7,HUTB-012418,41.3865,2.1312
Rental unit in Barcelona,,,1 bed,1 bedroom,527074194,Maria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,146.0,32,0,,,3,1,0,,41.3854,2.1792
Rental unit in Barcelona,4.89,1 bath,1 bed,1 bedroom,38892529,Graco,Eixample,la Sagrada Família,Private room,38.0,1,8,2023-12-10,3.48,1,0,8,Exempt,41.4014,2.1746
Rental unit in Barcelona,4.72,1.5 baths,1 bed,1 bedroom,516000079,Hannes,Ciutat Vella,el Barri Gòtic,Private room,38.0,2,18,2023-11-21,5.29,2,79,18,Exempt,41.3844,2.1777
Rental unit in Barcelona,,,3 beds,2 bedrooms,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,Entire home/apt,110.0,1,0,,,36,12,0,Exempt,41.3922,2.1591
Rental unit in Barcelona,4.95,1 shared bath,1 bed,1 bedroom,141336147,Sergio,Eixample,Sant Antoni,Private room,77.0,1,20,2023-11-26,5.5,2,359,20,Exempt,41.382,2.1623
Rental unit in Barcelona,4.64,1 shared bath,1 bed,1 bedroom,141336147,Sergio,Ciutat Vella,el Raval,Private room,67.0,2,11,2023-11-19,3.93,2,363,11,Exempt,41.3819,2.1644
Rental unit in Barcelona,4.75,1 shared bath,1 bed,1 bedroom,51741375,Elena,Horta-Guinardó,el Carmel,Private room,44.0,32,8,2023-10-24,1.98,2,269,8,Exempt,41.4224,2.1563
Rental unit in Barcelona,New,2 baths,5 beds,3 bedrooms,14394159,Oriol,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Entire home/apt,84.0,32,0,,,1,190,0,Exempt,41.4002,2.1347
Rental unit in Barcelona,,,3 beds,3 bedrooms,39789054,MYCOlive - Mani,Eixample,la Sagrada Família,Entire home/apt,122.0,30,0,,,11,252,0,Exempt,41.4049,2.1778
Rental unit in Barcelona,,,1 bed,1 bedroom,310640173,Roberto Andrés,Ciutat Vella,el Raval,Private room,30.0,31,0,,,3,267,0,,41.3852,2.1696
Rental unit in Barcelona,5.0,1 private bath,1 bed,1 bedroom,530891348,Georgia N Jorge,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,,1,3,2023-10-01,0.91,1,0,3,Exempt,41.3897,2.1789
Rental unit in Barcelona,,,1 bed,1 bedroom,93833963,Maria,Sant Andreu,el Congrés i els Indians,Private room,23.0,32,1,2023-10-26,0.61,6,119,1,,41.4236,2.1783
Rental unit in Barcelona,,,2 beds,1 bedroom,93833963,Maria,Sant Andreu,el Congrés i els Indians,Private room,18.0,32,0,,,6,270,0,,41.4246,2.1778
Rental unit in Barcelona,,,1 bed,1 bedroom,6909883,Melina,Gràcia,el Camp d'en Grassot i Gràcia Nova,Private room,88.0,31,2,2023-11-14,0.79,1,179,2,,41.404,2.1711
Rental unit in Barcelona,,,1 bed,1 bedroom,45470891,Angel,Sant Andreu,Navas,Private room,54.0,1,0,,,3,269,0,Exempt,41.416,2.1866
Rental unit in Barcelona,5.0,2.5 baths,4 beds,3 bedrooms,33278356,Ola,Eixample,la Dreta de l'Eixample,Entire home/apt,324.0,1,7,2023-12-03,2.0,70,0,7,HUTB-013162,41.3938,2.1622
Rental unit in Barcelona,,,1 bed,1 bedroom,3775349,Caterina,Sant Andreu,el Congrés i els Indians,Entire home/apt,147.0,32,0,,,49,0,0,,41.4221,2.1812
Rental unit in Barcelona,4.80,1 bath,2 beds,2 bedrooms,450525021,Edwin,Sants-Montjuïc,Hostafrancs,Entire home/apt,130.0,2,9,2023-12-03,3.29,1,0,9,HUTB-009147,41.3756,2.1407
Rental unit in Barcelona,,,1 bed,Studio,407025665,Javier,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,44.0,32,0,,,9,269,0,,41.3871,2.1777
Rental unit in Barcelona,,,1 bed,1 bedroom,3775349,Caterina,Sant Andreu,el Congrés i els Indians,Entire home/apt,160.0,32,0,,,49,0,0,,41.4231,2.1823
Rental unit in Barcelona,,,7 beds,4 bedrooms,178790738,Lijun,Eixample,la Sagrada Família,Entire home/apt,252.0,1,1,2023-11-02,0.7,2,148,1,HUTB-006771,41.4059,2.1725
Rental unit in Barcelona,,,3 beds,3 bedrooms,5107063,Sergio,Gràcia,la Vila de Gràcia,Entire home/apt,105.0,35,1,2023-11-08,0.83,12,123,1,,41.4074,2.1555
Rental unit in Barcelona,,,1 bed,1 bedroom,3775349,Caterina,Gràcia,la Vila de Gràcia,Entire home/apt,252.0,32,0,,,49,0,0,Exempt,41.3988,2.1607
Rental unit in Barcelona,,,1 bed,2 bedrooms,3775349,Caterina,Sant Andreu,el Congrés i els Indians,Entire home/apt,177.0,32,0,,,49,0,0,,41.4229,2.182
Rental unit in Barcelona,4.80,1 bath,2 beds,1 bedroom,16700193,Morgan,Sants-Montjuïc,el Poble Sec,Entire home/apt,60.0,2,9,2023-12-02,3.33,1,0,9,HUTB-118118,41.371,2.1571
Rental unit in Barcelona,,,2 beds,1 bedroom,338182154,Carolina,Ciutat Vella,el Raval,Private room,32.0,32,0,,,2,220,0,Exempt,41.3823,2.1712
Rental unit in Barcelona,4.78,1.5 baths,1 bed,1 bedroom,525883186,Bopp,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,54.0,2,9,2023-11-24,2.43,1,78,9,Exempt,41.3848,2.1805
Rental unit in Barcelona,,,1 bed,1 bedroom,221480824,Badi,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,72.0,32,1,2023-09-30,0.39,105,346,1,,41.3825,2.1557
Rental unit in Barcelona,,,1 bed,1 bedroom,530234366,Andrea,Sarrià-Sant Gervasi,el Putxet i el Farró,Entire home/apt,93.0,32,1,2023-10-29,0.64,1,314,1,Exempt,41.4028,2.1459
Rental unit in Barcelona,,,1 bed,1 bedroom,3775349,Caterina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,146.0,1,0,,,49,18,0,Exempt,41.3835,2.1797
Rental unit in Barcelona,4.60,1 bath,3 beds,3 bedrooms,1920353,Central,Eixample,la Dreta de l'Eixample,Entire home/apt,127.0,1,5,2023-10-31,1.7,21,38,5,HUTB-010078,41.399,2.1699
Rental unit in Barcelona,,,1 bed,1 bedroom,206461865,Paula,Eixample,la Nova Esquerra de l'Eixample,Private room,22.0,31,1,2023-11-03,0.73,1,143,1,,41.3851,2.1461
Rental unit in Barcelona,,,4 beds,3 bedrooms,18296828,Juan Carlos,Eixample,la Dreta de l'Eixample,Entire home/apt,214.0,32,0,,,1,164,0,,41.391,2.1616
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,52.0,32,1,2023-09-29,0.39,70,189,1,,41.3752,2.1709
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,52.0,32,1,2023-10-01,0.4,70,237,1,,41.3759,2.1709
Rental unit in Barcelona,,,1 bed,1 bedroom,130223809,BeAndLiveHomes,Ciutat Vella,el Raval,Entire home/apt,52.0,32,0,,,70,265,0,,41.3763,2.1713
Rental unit in Barcelona,,,2 beds,2 bedrooms,3556337,Alejandro,Ciutat Vella,la Barceloneta,Entire home/apt,75.0,30,0,,,51,132,0,Exempt,41.3795,2.1905
Rental unit in Barcelona,4.47,1.5 baths,1 bed,1 bedroom,516000079,Hannes,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,37.0,2,15,2023-11-13,3.88,2,81,15,Exempt,41.3849,2.1775
Guesthouse in Barcelona,,,5 beds,1 bedroom,78326216,Tania,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Private room,25.0,2,2,2023-09-27,0.67,7,131,2,Exempt,41.4211,2.1181
Rental unit in Barcelona,,,2 beds,1 bedroom,1447144,Acomodis Apartments,Les Corts,les Corts,Entire home/apt,110.0,31,1,2023-10-29,0.64,174,361,1,,41.3822,2.1319
Rental unit in Barcelona,,,1 bed,Studio,1037789,Ezequiel,Sant Martí,el Poblenou,Entire home/apt,49.0,32,2,2023-11-27,1.02,2,232,2,Exempt,41.4029,2.2072
Rental unit in Barcelona,,,3 beds,2 bedrooms,158023606,Habitat Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,89.0,1,2,2023-11-12,0.63,131,290,2,HUTB-190110,41.385,2.1799
Rental unit in Barcelona,4.33,1 bath,3 beds,2 bedrooms,158023606,Habitat Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,93.0,1,3,2023-12-03,1.38,131,324,3,HUTB-265265,41.3868,2.181
Rental unit in Barcelona,4.13,1 bath,3 beds,2 bedrooms,158023606,Habitat Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,97.0,1,8,2023-11-29,2.73,131,316,8,HUTB-386739,41.3866,2.1792
Rental unit in Barcelona,4.33,2 baths,5 beds,3 bedrooms,158023606,Habitat Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,125.0,1,3,2023-11-26,2.5,131,264,3,HUTB-447946,41.3853,2.18
Rental unit in Barcelona,,,3 beds,2 bedrooms,367112877,Francesco,Sant Andreu,Sant Andreu,Entire home/apt,64.0,32,1,2023-10-04,0.42,16,363,1,,41.4366,2.1859
Rental unit in Barcelona,,,3 beds,2 bedrooms,346367515,Ukio,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,131.0,31,0,,,318,176,0,,41.3828,2.153
Rental unit in Barcelona,5.0,1 shared bath,1 bed,1 bedroom,306570182,Les,Sant Martí,Provençals del Poblenou,Private room,85.0,1,11,2023-10-27,3.2,1,191,11,Exempt,41.4086,2.1988
Rental unit in Barcelona,,,1 bed,1 bedroom,221480824,Badi,Ciutat Vella,el Raval,Entire home/apt,118.0,32,0,,,105,273,0,,41.3803,2.1647
Rental unit in Barcelona,5.0,2 baths,3 beds,2 bedrooms,530394533,Ana,Sants-Montjuïc,el Poble Sec,Entire home/apt,131.0,3,5,2023-11-14,1.58,1,232,5,HUTB-007879,41.3737,2.1645
Rental unit in Barcelona,,,1 bed,1 bedroom,38556755,Anissa,Eixample,el Fort Pienc,Private room,108.0,1,1,2023-09-18,0.34,1,269,1,Exempt,41.3964,2.1778
Rental unit in Barcelona,,,8 beds,5 bedrooms,238724735,BBarcelona Apartments,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,199.0,3,1,2023-11-12,0.91,21,153,1,HUTB-004591,41.382,2.1558
Rental unit in Barcelona,,,1 bed,1 bedroom,3775349,Caterina,Sant Martí,el Poblenou,Entire home/apt,161.0,32,0,,,49,48,0,,41.4049,2.2048
Hotel in Barcelona,,,1 bed,1 bedroom,521184808,Casa Llimona,Eixample,la Dreta de l'Eixample,Private room,215.0,2,0,,,8,343,0,HB-004635,41.3922,2.1704
Condo in Barcelona,,,2 beds,1 bedroom,38960415,Elo,Horta-Guinardó,el Baix Guinardó,Private room,40.0,1,1,2023-09-26,0.38,1,241,1,Exempt,41.4127,2.1657
