Ramas de actividad,Año,Total,Código
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,6948800,29
añadido bruto total,2021,27844256,29
añadido bruto total,2020,25695821,29
añadido bruto total,2019,29206195,29
netos sobre los productos,2021,2931765,29
netos sobre los productos,2020,2464276,29
netos sobre los productos,2019,2996429,29
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,30776021,29
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,28160097,29
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,32202624,29
"Agricultura, ganadería, silvicultura y pesca",2021,1555680,30
"Agricultura, ganadería, silvicultura y pesca",2020,1519277,30
"Agricultura, ganadería, silvicultura y pesca",2019,1617920,30
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5608933,30
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,4816771,30
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5306154,30
- De las cuales: Industria manufacturera,2021,4275150,30
- De las cuales: Industria manufacturera,2020,3660672,30
- De las cuales: Industria manufacturera,2019,4075736,30
Construcción,2021,1705143,30
Construcción,2020,1632555,30
Construcción,2019,1909159,30
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,7516651,30
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,6590539,30
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,7618779,30
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,6215565,30
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,5887143,30
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5914766,30
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,7000380,30
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,6723558,30
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,6945191,30
añadido bruto total,2021,29602352,30
añadido bruto total,2020,27169843,30
añadido bruto total,2019,29311969,30
netos sobre los productos,2021,3116878,30
netos sobre los productos,2020,2605637,30
netos sobre los productos,2019,3007281,30
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,32719230,30
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,29775480,30
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,32319250,30
"Agricultura, ganadería, silvicultura y pesca",2021,715214,31
"Agricultura, ganadería, silvicultura y pesca",2020,693269,31
"Agricultura, ganadería, silvicultura y pesca",2019,671653,31
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5498025,31
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5096618,31
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5608308,31
- De las cuales: Industria manufacturera,2021,4752883,31
- De las cuales: Industria manufacturera,2020,4436495,31
- De las cuales: Industria manufacturera,2019,4872516,31
Construcción,2021,1046069,31
Construcción,2020,970671,31
Construcción,2019,1117296,31
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,3751217,31
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,3208902,31
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,4025408,31
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,3620392,31
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,3502143,31
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,3587200,31
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3932937,31
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3808630,31
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3921279,31
añadido bruto total,2021,18563854,31
añadido bruto total,2020,17280233,31
añadido bruto total,2019,18931144,31
netos sobre los productos,2021,1954617,31
netos sobre los productos,2020,1657206,31
netos sobre los productos,2019,1942253,31
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,20518471,31
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,18937439,31
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,20873397,31
"Agricultura, ganadería, silvicultura y pesca",2021,382289,32
"Agricultura, ganadería, silvicultura y pesca",2020,334061,32
"Agricultura, ganadería, silvicultura y pesca",2019,507480,32
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1392490,32
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1137917,32
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1171849,32
- De las cuales: Industria manufacturera,2021,682035,32
- De las cuales: Industria manufacturera,2020,620754,32
- De las cuales: Industria manufacturera,2019,682981,32
Construcción,2021,426962,32
Construcción,2020,430937,32
Construcción,2019,514957,32
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1483127,32
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1258680,32
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1523294,32
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1188820,32
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1155135,32
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1165126,32
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,1553782,32
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,1509092,32
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,1557388,32
añadido bruto total,2021,6427470,32
añadido bruto total,2020,5825822,32
añadido bruto total,2019,6440094,32
netos sobre los productos,2021,676758,32
netos sobre los productos,2020,558707,32
netos sobre los productos,2019,660726,32
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,7104228,32
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,6384529,32
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,7100820,32
"Agricultura, ganadería, silvicultura y pesca",2021,348625,34
"Agricultura, ganadería, silvicultura y pesca",2020,278063,34
"Agricultura, ganadería, silvicultura y pesca",2019,230828,34
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1089346,34
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1037431,34
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1200768,34
- De las cuales: Industria manufacturera,2021,934598,34
- De las cuales: Industria manufacturera,2020,952127,34
- De las cuales: Industria manufacturera,2019,1057584,34
Construcción,2021,195647,34
Construcción,2020,197343,34
Construcción,2019,206840,34
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,616051,34
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,542423,34
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,671756,34
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,727306,34
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,704338,34
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,732983,34
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,916807,34
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,916992,34
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,956721,34
añadido bruto total,2021,3893782,34
añadido bruto total,2020,3676590,34
añadido bruto total,2019,3999896,34
netos sobre los productos,2021,409982,34
netos sobre los productos,2020,352592,34
netos sobre los productos,2019,410372,34
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,4303764,34
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,4029182,34
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,4410268,34
"Agricultura, ganadería, silvicultura y pesca",2021,247736,35
"Agricultura, ganadería, silvicultura y pesca",2020,255269,35
"Agricultura, ganadería, silvicultura y pesca",2019,264322,35
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1514492,35
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1410524,35
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1534808,35
- De las cuales: Industria manufacturera,2021,719414,35
- De las cuales: Industria manufacturera,2020,684010,35
- De las cuales: Industria manufacturera,2019,799644,35
Construcción,2021,1273844,35
Construcción,2020,1186512,35
Construcción,2019,1271859,35
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,6618825,35
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,5324925,35
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,8579740,35
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,4935073,35
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4763697,35
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5091851,35
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,5365733,35
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,5028455,35
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,5218522,35
añadido bruto total,2021,19955703,35
añadido bruto total,2020,17969382,35
añadido bruto total,2019,21961102,35
netos sobre los productos,2021,2101168,35
netos sobre los productos,2020,1723297,35
netos sobre los productos,2019,2253114,35
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,22056871,35
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,19692679,35
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,24214216,35
"Agricultura, ganadería, silvicultura y pesca",2021,742360,36
"Agricultura, ganadería, silvicultura y pesca",2020,676570,36
"Agricultura, ganadería, silvicultura y pesca",2019,818688,36
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,4744084,36
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,3994501,36
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,3977842,36
- De las cuales: Industria manufacturera,2021,4316195,36
- De las cuales: Industria manufacturera,2020,3704507,36
- De las cuales: Industria manufacturera,2019,3713443,36
Construcción,2021,1168637,36
Construcción,2020,1200960,36
Construcción,2019,1369926,36
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,4885776,36
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4194311,36
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,5014448,36
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,4299973,36
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4150541,36
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,4204561,36
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,4052861,36
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,4056584,36
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,4238514,36
añadido bruto total,2021,19893691,36
añadido bruto total,2020,18273467,36
añadido bruto total,2019,19623979,36
netos sobre los productos,2021,2094638,36
netos sobre los productos,2020,1752459,36
netos sobre los productos,2019,2013335,36
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,21988329,36
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,20025926,36
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,21637314,36
"Agricultura, ganadería, silvicultura y pesca",2021,476624,26
"Agricultura, ganadería, silvicultura y pesca",2020,467196,26
"Agricultura, ganadería, silvicultura y pesca",2019,480753,26
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1987268,26
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1881181,26
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,2041910,26
- De las cuales: Industria manufacturera,2021,1687784,26
- De las cuales: Industria manufacturera,2020,1617797,26
- De las cuales: Industria manufacturera,2019,1786257,26
Construcción,2021,438925,26
Construcción,2020,429765,26
Construcción,2019,493419,26
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1560662,26
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1346824,26
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1657362,26
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1579983,26
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1528596,26
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1549702,26
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,1755185,26
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,1742724,26
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,1778337,26
añadido bruto total,2021,7798647,26
añadido bruto total,2020,7396286,26
añadido bruto total,2019,8001483,26
netos sobre los productos,2021,821132,26
netos sobre los productos,2020,709317,26
netos sobre los productos,2019,820917,26
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,8619779,26
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,8105603,26
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,8822400,26
"Agricultura, ganadería, silvicultura y pesca",2021,348499,37
"Agricultura, ganadería, silvicultura y pesca",2020,364262,37
"Agricultura, ganadería, silvicultura y pesca",2019,357605,37
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,851691,37
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,613052,37
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,560811,37
- De las cuales: Industria manufacturera,2021,518924,37
- De las cuales: Industria manufacturera,2020,480828,37
- De las cuales: Industria manufacturera,2019,423359,37
Construcción,2021,410569,37
Construcción,2020,364334,37
Construcción,2019,426712,37
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1557796,37
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1315417,37
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1662920,37
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1470694,37
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1416690,37
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1447567,37
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,1956168,37
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,1969395,37
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,2076334,37
añadido bruto total,2021,6595417,37
añadido bruto total,2020,6043150,37
añadido bruto total,2019,6531949,37
netos sobre los productos,2021,694442,37
netos sobre los productos,2020,579549,37
netos sobre los productos,2019,670150,37
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,7289859,37
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,6622699,37
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,7202099,37
"Agricultura, ganadería, silvicultura y pesca",2021,483802,38
"Agricultura, ganadería, silvicultura y pesca",2020,454127,38
"Agricultura, ganadería, silvicultura y pesca",2019,473279,38
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1209138,38
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1118599,38
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1165868,38
- De las cuales: Industria manufacturera,2021,457525,38
- De las cuales: Industria manufacturera,2020,431406,38
- De las cuales: Industria manufacturera,2019,467048,38
Construcción,2021,1120681,38
Construcción,2020,1124156,38
Construcción,2019,1439801,38
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,5416038,38
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4384777,38
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,7086295,38
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,4819924,38
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4626471,38
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,4925187,38
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,5756540,38
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,5572109,38
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,5740728,38
añadido bruto total,2021,18806123,38
añadido bruto total,2020,17280239,38
añadido bruto total,2019,20831158,38
netos sobre los productos,2021,1980126,38
netos sobre los productos,2020,1657206,38
netos sobre los productos,2019,2137186,38
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,20786249,38
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,18937445,38
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,22968344,38
"Agricultura, ganadería, silvicultura y pesca",2021,232663,40
"Agricultura, ganadería, silvicultura y pesca",2020,222457,40
"Agricultura, ganadería, silvicultura y pesca",2019,194001,40
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,368098,40
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,310324,40
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,357123,40
- De las cuales: Industria manufacturera,2021,263149,40
- De las cuales: Industria manufacturera,2020,236422,40
- De las cuales: Industria manufacturera,2019,292520,40
Construcción,2021,243548,40
Construcción,2020,229915,40
Construcción,2019,288273,40
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,741167,40
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,629104,40
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,777373,40
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,697627,40
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,664414,40
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,678843,40
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,848181,40
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,845161,40
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,879463,40
añadido bruto total,2021,3131284,40
añadido bruto total,2020,2901375,40
añadido bruto total,2019,3175076,40
netos sobre los productos,2021,329698,40
netos sobre los productos,2020,278247,40
netos sobre los productos,2019,325749,40
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3460982,40
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3179622,40
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3500825,40
"Agricultura, ganadería, silvicultura y pesca",2021,2082124,41
"Agricultura, ganadería, silvicultura y pesca",2020,1839604,41
"Agricultura, ganadería, silvicultura y pesca",2019,1749960,41
